,timestamp,username,1_attractive_title,1_attractive_style,1_attractive_theme,2_originality_title,2_originality_style,2_originality_theme,3_relevance,4_creativity_title,4_creativity_synopsis,4_creativity_comment,5_authorship_title,5_authorship_synopsis,5_authorship_comment,6_anthology,6_readers_opinion,6_critics_opinion,6_own_voice,6_comment,title,title_id,synopsis_writer,title_writer,experiment
352,2024/03/19 9:12:45 PM GMT+2,Expert5,1,1,0,2,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,1,,Un escritor novel.,Una inteligencia artificial.,,1,2,2,0,,Todas las canciones de amor son canciones tristes,Todas las canciones de amor son canciones tristes,gpt4_es,patricio,SPANISH
353,2024/03/24 9:54:52 PM GMT+2,Expert6,1,1,0,1,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,1,,Todas las canciones de amor son canciones tristes,Todas las canciones de amor son canciones tristes,gpt4_es,patricio,SPANISH
354,2024/03/14 2:08:13 PM GMT+2,Expert4,2,0,0,2,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,1,,Un escritor consagrado.,Una inteligencia artificial.,,0,2,2,0,,Todas las fotos son de cuando éramos jóvenes,Todas las fotos son de cuando éramos jóvenes,gpt4_es,patricio,SPANISH
355,2024/03/18 11:09:20 PM GMT+2,Expert5,1,0,0,1,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,,Un escritor novel.,Una inteligencia artificial.,,1,2,2,0,,Todas las fotos son de cuando éramos jóvenes,Todas las fotos son de cuando éramos jóvenes,gpt4_es,patricio,SPANISH
356,2024/03/22 3:43:48 PM GMT+2,Expert6,2,1,2,2,1,2,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",2,2,,Un escritor consagrado.,Un escritor consagrado.,,3,2,2,1,,Todas las fotos son de cuando éramos jóvenes,Todas las fotos son de cuando éramos jóvenes,gpt4_es,patricio,SPANISH
357,2024/03/18 11:58:35 AM GMT+2,Expert4,2,0,0,1,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,0,,Un escritor consagrado.,Una inteligencia artificial.,,0,2,3,0,,¿Quién mató a Patricio Pron_,¿Quién mató a Patricio Pron?,gpt4_es,patricio,SPANISH
358,2024/03/21 10:42:05 AM GMT+2,Expert6,1,1,2,1,0,2,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",1,3,,Un escritor novel.,Una inteligencia artificial.,,2,2,2,0,,¿Quién mató a Patricio Pron_,¿Quién mató a Patricio Pron?,gpt4_es,patricio,SPANISH
359,2024/03/22 12:59:51 PM GMT+2,Expert5,2,0,1,2,0,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,0,,Un escritor consagrado.,Una inteligencia artificial.,,0,2,3,0,1,¿Quién mató a Patricio Pron_,¿Quién mató a Patricio Pron?,gpt4_es,patricio,SPANISH
360,2024/03/18 12:37:44 PM GMT+2,Expert4,1,1,2,1,1,1,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",0,2,,Un escritor novel.,Una inteligencia artificial.,"La trama es la de una historia policiaca bastante clásica y el estilo no aporta originalidad, pero sin embargo consigue crear una historia atractiva.",1,2,2,1,,Aquí habitan monstruos,Aquí habitan monstruos,patricio,patricio,SPANISH
361,2024/03/21 12:39:47 AM GMT+2,Expert5,1,2,2,1,3,2,La relación entre el título y la sinopsis es casi irrelevante.,1,3,,Una inteligencia artificial.,Un escritor consagrado.,,3,2,3,3,,Aquí habitan monstruos,Aquí habitan monstruos,patricio,patricio,SPANISH
362,2024/03/22 10:16:56 AM GMT+2,Expert6,1,1,0,0,0,0,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",0,0,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,1,,Aquí habitan monstruos,Aquí habitan monstruos,patricio,patricio,SPANISH
363,2024/04/01 1:24:20 PM GMT+2,Expert1,2,2,1,1,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,1,,Una inteligencia artificial.,Una inteligencia artificial.,,0,1,2,1,,Aquí habitan monstruos,Aquí habitan monstruos,patricio,patricio,ENGLISH
364,2024/04/01 1:34:20 PM GMT+2,Expert2,2,1,0,2,1,0,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",1,0,,Una inteligencia artificial.,Un escritor novel.,,1,2,2,1,,Aquí habitan monstruos,Aquí habitan monstruos,patricio,patricio,ENGLISH
365,2024/04/03 10:27:59 AM GMT+2,Expert3,2,1,1,2,1,1,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",2,1,,Un escritor novel.,Un escritor novel.,,1,2,2,1,,Aquí habitan monstruos,Aquí habitan monstruos,patricio,patricio,ENGLISH
366,2024/03/14 1:56:12 PM GMT+2,Expert4,2,2,2,2,2,2,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,2,,Un escritor consagrado.,Un escritor consagrado.,,2,1,1,2,,"Ascenso y caída de R. S. Turtleneck, escritor infantil","Ascenso y caída de R. S. Turtleneck, escritor infantil",patricio,patricio,SPANISH
367,2024/03/22 6:57:07 PM GMT+2,Expert5,2,3,3,2,3,3,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",3,3,,Un escritor consagrado.,Un escritor consagrado.,,3,3,3,3,,"Ascenso y caída de R. S. Turtleneck, escritor infantil","Ascenso y caída de R. S. Turtleneck, escritor infantil",patricio,patricio,SPANISH
368,2024/03/24 10:15:57 PM GMT+2,Expert6,1,2,1,1,2,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,2,,Una inteligencia artificial.,Un escritor novel.,,1,2,2,2,,"Ascenso y caída de R. S. Turtleneck, escritor infantil","Ascenso y caída de R. S. Turtleneck, escritor infantil",patricio,patricio,SPANISH
369,2024/03/31 10:31:48 PM GMT+2,Expert1,2,1,2,1,2,2,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,1,,Un escritor novel.,Un escritor novel.,,2,2,2,2,,"Ascenso y caída de R. S. Turtleneck, escritor infantil","Ascenso y caída de R. S. Turtleneck, escritor infantil",patricio,patricio,ENGLISH
370,2024/04/01 10:39:55 AM GMT+2,Expert2,1,1,0,1,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,0,,Una inteligencia artificial.,Un escritor novel.,,0,2,3,0,,"Ascenso y caída de R. S. Turtleneck, escritor infantil","Ascenso y caída de R. S. Turtleneck, escritor infantil",patricio,patricio,ENGLISH
371,2024/04/01 6:16:32 PM GMT+2,Expert3,1,1,2,0,1,2,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,1,,Una inteligencia artificial.,Un escritor novel.,,1,2,2,1,,"Ascenso y caída de R. S. Turtleneck, escritor infantil","Ascenso y caída de R. S. Turtleneck, escritor infantil",patricio,patricio,ENGLISH
372,2024/03/13 1:05:34 PM GMT+2,Expert4,1,1,0,0,1,0,No veo relación alguna entre el título y la sinopsis.,0,1,Todo es un cliché pero porque pretende serlo. La creatividad estaría en la visión irónica de ese cliché,Un escritor novel.,Un escritor novel.,"Valoro la originalidad y la ironía de las dos últimas líneas, pero tampoco eso me habla obligatoriamente de una escritor consagrado",0,2,3,1,,Bajo el cielo de cobre,Bajo el cielo de cobre,patricio,machine,SPANISH
373,2024/03/21 7:46:40 PM GMT+2,Expert5,0,2,1,0,2,1,La relación entre el título y la sinopsis es casi irrelevante.,0,2,,Una inteligencia artificial.,Un escritor novel.,,2,2,2,2,,Bajo el cielo de cobre,Bajo el cielo de cobre,patricio,machine,SPANISH
374,2024/03/23 9:46:39 PM GMT+2,Expert6,2,2,0,1,1,0,No veo relación alguna entre el título y la sinopsis.,1,2,,Una inteligencia artificial.,Un escritor novel.,,1,2,2,1,,Bajo el cielo de cobre,Bajo el cielo de cobre,patricio,machine,SPANISH
375,2024/03/31 11:12:05 PM GMT+2,Expert1,1,2,2,2,3,0,No veo relación alguna entre el título y la sinopsis.,2,3,,Un escritor novel.,Un escritor consagrado.,,3,1,2,3,,Bajo el cielo de cobre,Bajo el cielo de cobre,patricio,machine,ENGLISH
376,2024/04/02 12:48:21 AM GMT+2,Expert3,0,1,1,0,0,0,No veo relación alguna entre el título y la sinopsis.,0,1,,Un escritor novel.,Una inteligencia artificial.,,1,2,2,1,,Bajo el cielo de cobre,Bajo el cielo de cobre,patricio,machine,ENGLISH
377,2024/04/02 1:59:50 PM GMT+2,Expert2,0,0,0,1,1,0,No veo relación alguna entre el título y la sinopsis.,1,1,,Una inteligencia artificial.,Un escritor novel.,,0,2,2,0,,Bajo el cielo de cobre,Bajo el cielo de cobre,patricio,machine,ENGLISH
378,2024/03/13 9:58:26 PM GMT+2,Expert4,0,2,2,0,2,2,La relación entre el título y la sinopsis es casi irrelevante.,0,2,"Irónico (de nuevo), divertido y bien escrito. Muy caustico (como tantos otros). Supongo que ese tono cada vez me parece menos creativo.",Una inteligencia artificial.,Un escritor consagrado.,,1,2,2,2,,Caminos paralelos,Caminos paralelos,patricio,machine,SPANISH
379,2024/03/18 9:42:08 PM GMT+2,Expert5,0,2,2,0,2,2,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",0,3,,Una inteligencia artificial.,Un escritor consagrado.,,2,2,2,2,,Caminos paralelos,Caminos paralelos,patricio,machine,SPANISH
380,2024/03/23 9:27:32 PM GMT+2,Expert6,0,2,2,0,1,3,La relación entre el título y la sinopsis es casi irrelevante.,0,3,,Un escritor novel.,Un escritor consagrado.,,3,2,3,2,,Caminos paralelos,Caminos paralelos,patricio,machine,SPANISH
381,2024/03/27 12:38:36 AM GMT+2,Expert2,0,3,0,0,3,1,No veo relación alguna entre el título y la sinopsis.,0,3,,Un escritor novel.,Un escritor consagrado.,,3,2,2,3,,Caminos paralelos,Caminos paralelos,patricio,machine,ENGLISH
382,2024/03/27 6:57:17 PM GMT+2,Expert3,1,0,0,1,1,2,No veo relación alguna entre el título y la sinopsis.,0,1,"Considero que el estilo puede resultar original, sí, pero es sobre todo incoherente, nada ordenado en forma de trama, y llama la atención meramente por lo absurdo que llega a resultar; del mismo modo, en la valoración de la creatividad, es cierto que como lector no te ves venir algunos giros que se plantean, pero ninguno de ellos cumple ningún propósito dentro de una trama, sino que el texto va dando bandazos de chascarrillo en chascarrillo.",Una inteligencia artificial.,Una inteligencia artificial.,,0,3,3,1,,Caminos paralelos,Caminos paralelos,patricio,machine,ENGLISH
383,2024/03/31 11:18:39 PM GMT+2,Expert1,0,1,0,0,1,1,La relación entre el título y la sinopsis es casi irrelevante.,0,1,,Una inteligencia artificial.,Un escritor novel.,,0,1,1,0,,Caminos paralelos,Caminos paralelos,patricio,machine,ENGLISH
384,2024/03/13 10:07:25 PM GMT+2,Expert4,0,2,2,0,2,2,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,2,La trama es totalmente absurda pero divertida. Bien escrita la sinopsis,Una inteligencia artificial.,Un escritor consagrado.,Supongo que el escritor es el mismo de todas las demás sinopsis de este cariz... o una IA muy bien adiestrada,1,2,2,1,,Canción de la Luna cautiva,Canción de la Luna cautiva,patricio,machine,SPANISH
385,2024/03/21 12:43:50 AM GMT+2,Expert5,3,2,2,2,3,3,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",3,3,,Un escritor consagrado.,Un escritor consagrado.,,3,2,3,3,Relación metaliteraria con otra sinopsis,Canción de la Luna cautiva,Canción de la Luna cautiva,patricio,machine,SPANISH
386,2024/03/24 9:58:35 PM GMT+2,Expert6,1,2,2,1,2,2,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",1,3,,Un escritor novel.,Un escritor consagrado.,,2,2,2,2,,Canción de la Luna cautiva,Canción de la Luna cautiva,patricio,machine,SPANISH
387,2024/04/01 12:49:45 PM GMT+2,Expert1,0,2,3,1,2,2,No veo relación alguna entre el título y la sinopsis.,2,3,,Una inteligencia artificial.,Un escritor consagrado.,,3,2,1,3,,Canción de la Luna cautiva,Canción de la Luna cautiva,patricio,machine,ENGLISH
388,2024/04/01 2:27:42 PM GMT+2,Expert2,2,2,2,2,1,2,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",2,2,,Una inteligencia artificial.,Un escritor consagrado.,,2,2,1,2,,Canción de la Luna cautiva,Canción de la Luna cautiva,patricio,machine,ENGLISH
389,2024/04/03 11:32:04 AM GMT+2,Expert3,1,2,2,1,2,2,La relación entre el título y la sinopsis es casi irrelevante.,1,2,,Una inteligencia artificial.,Un escritor consagrado.,,2,2,2,2,,Canción de la Luna cautiva,Canción de la Luna cautiva,patricio,machine,ENGLISH
390,2024/03/18 12:01:27 PM GMT+2,Expert4,2,1,0,2,1,0,La relación entre el título y la sinopsis es casi irrelevante.,2,0,"Creo que está hecho a propósito, pero la trama es, como el propio autor dice, deliberadamente pueril",Una inteligencia artificial.,Un escritor consagrado.,,0,2,2,2,,Cuando estás en la cima no puedes caer más bajo,Cuando estás en la cima no puedes caer más bajo,patricio,patricio,SPANISH
391,2024/03/18 7:47:38 PM GMT+2,Expert5,3,3,2,3,3,3,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",3,3,,Un escritor consagrado.,Un escritor consagrado.,,3,2,3,3,,Cuando estás en la cima no puedes caer más bajo,Cuando estás en la cima no puedes caer más bajo,patricio,patricio,SPANISH
392,2024/03/24 10:12:53 PM GMT+2,Expert6,0,1,1,0,1,1,No veo relación alguna entre el título y la sinopsis.,0,2,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,2,2,,Cuando estás en la cima no puedes caer más bajo,Cuando estás en la cima no puedes caer más bajo,patricio,patricio,SPANISH
393,2024/03/28 12:56:02 AM GMT+2,Expert2,1,2,2,3,1,1,No veo relación alguna entre el título y la sinopsis.,2,1,"El título me resulta ""bastante creativo"" por ser una contradicción, al menos a mi parecer.",Un escritor consagrado.,Un escritor novel.,,2,2,1,1,,Cuando estás en la cima no puedes caer más bajo,Cuando estás en la cima no puedes caer más bajo,patricio,patricio,ENGLISH
394,2024/04/01 2:00:31 PM GMT+2,Expert1,1,2,2,1,1,1,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",2,1,,Un escritor consagrado.,Una inteligencia artificial.,,2,1,1,1,,Cuando estás en la cima no puedes caer más bajo,Cuando estás en la cima no puedes caer más bajo,patricio,patricio,ENGLISH
395,2024/04/01 6:42:15 PM GMT+2,Expert3,1,1,1,1,0,1,No veo relación alguna entre el título y la sinopsis.,1,1,,Una inteligencia artificial.,Un escritor novel.,,0,2,2,1,,Cuando estás en la cima no puedes caer más bajo,Cuando estás en la cima no puedes caer más bajo,patricio,patricio,ENGLISH
396,2024/03/22 7:20:56 PM GMT+2,Expert5,2,3,3,2,3,3,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",2,3,,Un escritor consagrado.,Un escritor consagrado.,,3,2,3,3,,Después de todo lo que casi hice por ti,Después de todo lo que casi hice por ti,patricio,patricio,SPANISH
397,2024/03/24 10:09:19 PM GMT+2,Expert6,2,1,1,2,1,2,La relación entre el título y la sinopsis es casi irrelevante.,1,2,,Un escritor novel.,Un escritor novel.,,1,2,2,2,,Después de todo lo que casi hice por ti,Después de todo lo que casi hice por ti,patricio,patricio,SPANISH
398,2024/04/01 1:40:37 PM GMT+2,Expert1,2,1,1,2,1,1,No veo relación alguna entre el título y la sinopsis.,2,2,,Un escritor novel.,Un escritor novel.,,1,1,2,1,,Después de todo lo que casi hice por ti,Después de todo lo que casi hice por ti,patricio,patricio,ENGLISH
399,2024/04/02 11:01:08 AM GMT+2,Expert2,1,2,1,2,2,2,No veo relación alguna entre el título y la sinopsis.,2,2,"De la sinopsis me parece bastante creativo el estilo; no tanto la supuesta trama en sí, que me parece que ya se ha podido ver, con otras vestiduras y otros contextos, en cine y en teatro.",Un escritor consagrado.,Un escritor novel.,,1,2,2,2,,Después de todo lo que casi hice por ti,Después de todo lo que casi hice por ti,patricio,patricio,ENGLISH
400,2024/04/02 11:27:15 AM GMT+2,Expert3,2,2,2,3,2,2,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",2,2,,Un escritor consagrado.,Un escritor consagrado.,,2,2,2,2,,Después de todo lo que casi hice por ti,Después de todo lo que casi hice por ti,patricio,patricio,ENGLISH
401,2024/04/22 4:19:20 PM GMT+2,Expert4,2,2,2,2,2,2,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",2,2,,Un escritor consagrado.,Un escritor consagrado.,"Ambos, el título y la sinopsis me parecen cargadas de una ironía y una sutileza que no me parecen compatibles con una IA",2,1,2,2,,Después de todo lo que casi hice por ti,Después de todo lo que casi hice por ti,patricio,patricio,SPANISH
402,2024/03/14 11:11:58 AM GMT+2,Expert4,1,2,2,1,2,2,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",1,2,"La trama, aunque absurda, está muy bien hilada. Y es muy divertida",Un escritor novel.,Un escritor consagrado.,,2,1,2,2,,Destellos en la oscuridad,Destellos en la oscuridad,patricio,machine,SPANISH
403,2024/03/20 10:02:03 AM GMT+2,Expert6,2,1,2,2,1,1,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",2,2,,Un escritor novel.,Una inteligencia artificial.,,1,2,2,1,,Destellos en la oscuridad,Destellos en la oscuridad,patricio,machine,SPANISH
404,2024/03/20 10:48:34 PM GMT+2,Expert5,0,3,3,0,3,3,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",0,3,,Una inteligencia artificial.,Un escritor consagrado.,,3,2,2,3,"Aunque como en otros casos el nivel de detallismo excede a lo esperado en una sinopsis (muchas citas por ejemplo), encuentro aquí más justificación por el carácter paródico. ",Destellos en la oscuridad,Destellos en la oscuridad,patricio,machine,SPANISH
405,2024/03/28 5:41:45 PM GMT+2,Expert2,0,2,1,0,3,2,No veo relación alguna entre el título y la sinopsis.,0,2,"Esta sinopsis parece una parodia, pero sin que se sepa si lo es la sinopsis como texto, o si lo es de determinadas películas (documental conceptual absurdo mezclado con comedia inane y ocurrencias disparatadas). En este sentido, el texto es bastante creativo, aunque el estilo trufado de disparates y absurdos resulta finalmente irritante.",Una inteligencia artificial.,Un escritor novel.,,0,2,3,2,,Destellos en la oscuridad,Destellos en la oscuridad,patricio,machine,ENGLISH
406,2024/04/01 5:16:12 PM GMT+2,Expert1,2,2,3,1,3,2,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",1,2,,Una inteligencia artificial.,Un escritor consagrado.,,3,1,2,3,,Destellos en la oscuridad,Destellos en la oscuridad,patricio,machine,ENGLISH
407,2024/04/03 12:21:59 AM GMT+2,Expert3,0,1,1,0,1,2,No veo relación alguna entre el título y la sinopsis.,0,1,,Una inteligencia artificial.,Un escritor novel.,,1,2,2,1,,Destellos en la oscuridad,Destellos en la oscuridad,patricio,machine,ENGLISH
408,2024/03/15 5:32:43 PM GMT+2,Expert4,2,2,2,2,2,2,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",2,2,,Una inteligencia artificial.,Un escritor consagrado.,,2,2,2,2,,Dos policías nos separan,Dos policías nos separan,patricio,patricio,SPANISH
409,2024/03/19 9:35:17 PM GMT+2,Expert5,3,2,3,2,3,2,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",2,3,,Un escritor consagrado.,Un escritor consagrado.,,2,2,3,3,,Dos policías nos separan,Dos policías nos separan,patricio,patricio,SPANISH
410,2024/03/21 10:52:58 AM GMT+2,Expert6,0,1,0,0,1,1,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",0,2,,Una inteligencia artificial.,Un escritor novel.,,2,2,3,1,,Dos policías nos separan,Dos policías nos separan,patricio,patricio,SPANISH
411,2024/04/01 11:58:17 AM GMT+2,Expert2,3,2,2,3,2,2,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",3,2,"Aunque el tema central siempre va a resultar repulsivo, el planteamiento como un enredo de humor negro me parece bastante creativo.",Un escritor consagrado.,Un escritor consagrado.,,2,1,2,2,,Dos policías nos separan,Dos policías nos separan,patricio,patricio,ENGLISH
412,2024/04/01 2:03:29 PM GMT+2,Expert3,1,0,1,1,1,2,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,2,,Un escritor novel.,Un escritor novel.,,1,2,2,1,,Dos policías nos separan,Dos policías nos separan,patricio,patricio,ENGLISH
413,2024/04/02 1:03:55 PM GMT+2,Expert1,2,1,2,2,1,1,La relación entre el título y la sinopsis es casi irrelevante.,2,2,,Un escritor consagrado.,Una inteligencia artificial.,,2,1,1,1,,Dos policías nos separan,Dos policías nos separan,patricio,patricio,ENGLISH
414,2024/03/14 2:18:54 PM GMT+2,Expert4,1,1,2,2,1,2,La relación entre el título y la sinopsis es casi irrelevante.,1,2,,Un escritor novel.,Un escritor consagrado.,,1,2,2,2,,Eclipse en el Jardín Botánico,Eclipse en el Jardín Botánico,patricio,patricio,SPANISH
415,2024/03/21 8:31:40 PM GMT+2,Expert6,2,1,0,2,0,1,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",2,1,,Un escritor novel.,Un escritor novel.,,0,2,3,1,,Eclipse en el Jardín Botánico,Eclipse en el Jardín Botánico,patricio,patricio,SPANISH
416,2024/03/22 1:44:05 PM GMT+2,Expert5,2,2,2,2,3,2,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",2,3,,Un escritor novel.,Un escritor consagrado.,,2,1,2,3,,Eclipse en el Jardín Botánico,Eclipse en el Jardín Botánico,patricio,patricio,SPANISH
417,2024/04/01 12:18:54 PM GMT+2,Expert2,1,2,2,2,2,2,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",2,2,"Como sinopsis, no refleja una trama obvia. Parece más bien una ficción del género periodístico, para una columna de comentario socio-político.",Un escritor consagrado.,Un escritor novel.,,0,2,3,2,,Eclipse en el Jardín Botánico,Eclipse en el Jardín Botánico,patricio,patricio,ENGLISH
418,2024/04/01 8:54:13 PM GMT+2,Expert1,1,2,2,1,2,2,La relación entre el título y la sinopsis es casi irrelevante.,1,2,,Un escritor consagrado.,Un escritor consagrado.,,2,1,2,2,,Eclipse en el Jardín Botánico,Eclipse en el Jardín Botánico,patricio,patricio,ENGLISH
419,2024/04/03 11:11:35 AM GMT+2,Expert3,1,2,2,1,2,2,La relación entre el título y la sinopsis es casi irrelevante.,1,2,,Un escritor novel.,Un escritor consagrado.,,2,2,2,2,,Eclipse en el Jardín Botánico,Eclipse en el Jardín Botánico,patricio,patricio,ENGLISH
420,2024/03/18 10:53:25 AM GMT+2,Expert4,0,2,2,0,2,2,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",0,2,"A ver, la historia es una estupidez, pero esa es su gracia.",Una inteligencia artificial.,Un escritor consagrado.,,1,2,2,2,,Ecos de un sueño perdido,Ecos de un sueño perdido,patricio,machine,SPANISH
421,2024/03/21 8:34:55 PM GMT+2,Expert6,0,0,0,0,0,1,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",0,1,,Una inteligencia artificial.,Una inteligencia artificial.,,0,2,3,0,,Ecos de un sueño perdido,Ecos de un sueño perdido,patricio,machine,SPANISH
422,2024/04/01 1:53:45 PM GMT+2,Expert3,0,0,0,0,0,0,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,0,,Una inteligencia artificial.,Una inteligencia artificial.,,0,3,3,0,,Ecos de un sueño perdido,Ecos de un sueño perdido,patricio,machine,ENGLISH
423,2024/04/01 2:19:42 PM GMT+2,Expert2,1,1,0,1,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,1,"Como sinopsis no podría funcionar, puesto que desvela la clave del misterio. Fuera de eso, la sinopsis para mí está entre ""nada creativo"" y ""levemente creativo"".",Una inteligencia artificial.,Un escritor novel.,,0,2,3,1,,Ecos de un sueño perdido,Ecos de un sueño perdido,patricio,machine,ENGLISH
424,2024/04/01 7:58:23 PM GMT+2,Expert1,1,2,2,1,1,2,"Hay cierta relación entre el título y la sinopsis, aunque no evidente.",1,2,,Una inteligencia artificial.,Un escritor novel.,,2,1,1,1,,Ecos de un sueño perdido,Ecos de un sueño perdido,patricio,machine,ENGLISH
425,2024/04/23 10:50:21 AM GMT+2,Expert5,1,2,2,1,2,2,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",1,3,,Una inteligencia artificial.,Un escritor consagrado.,,2,1,2,3,,Ecos de un sueño perdido,Ecos de un sueño perdido,patricio,machine,SPANISH
426,2024/03/13 6:28:47 PM GMT+2,Expert4,1,2,1,0,2,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,2,"De nuevo (otra vez), la sinopsis resulta atractiva por lo que tiene de crítica e irónica, no porque la historia aporte nada. La originalidad de esta fórmula, después de vista diez o quince veces, ya no me parece tanta",Una inteligencia artificial.,Un escritor consagrado.,"Por ahora me sigo inclinando en este tipo de textos porque la sinopsis esté escrita por alguien que sabe escribir, pero visto lo que se repite texto tras texto, quizás empiece a dudar que esté escrito por un humano. ",1,2,2,2,Respondo que es probable que tenga una voz propia por las veces que he leído sinopsis similares en este mismo estudio,Ecos del futuro,Ecos del futuro,patricio,machine,SPANISH
427,2024/03/22 7:27:07 PM GMT+2,Expert5,1,2,2,1,2,2,"Hay mucha relación entre el título y la sinopsis y, además, el vínculo es sorprendente, la forma de desarrollar el título es original.",1,3,,Una inteligencia artificial.,Un escritor consagrado.,,1,2,3,3,,Ecos del futuro,Ecos del futuro,patricio,machine,SPANISH
428,2024/03/24 12:24:19 PM GMT+2,Expert6,1,1,1,0,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,2,,Una inteligencia artificial.,Un escritor novel.,,1,2,3,1,,Ecos del futuro,Ecos del futuro,patricio,machine,SPANISH
429,2024/04/01 7:13:51 PM GMT+2,Expert3,0,1,1,0,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,1,,Una inteligencia artificial.,Un escritor novel.,,1,2,2,1,,Ecos del futuro,Ecos del futuro,patricio,machine,ENGLISH
430,2024/04/02 11:50:53 AM GMT+2,Expert1,1,2,2,1,1,1,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",1,2,,Una inteligencia artificial.,Un escritor novel.,,2,1,2,1,,Ecos del futuro,Ecos del futuro,patricio,machine,ENGLISH
431,2024/04/02 1:23:11 PM GMT+2,Expert2,0,1,1,1,1,2,"Hay mucha relación entre el título y la sinopsis y, de hecho, el desarrollo del texto es predecible a partir del título.",0,1,,Una inteligencia artificial.,Un escritor consagrado.,,1,2,2,2,,Ecos del futuro,Ecos del futuro,patricio,machine,ENGLISH
